Model,Train RMSE,Test RMSE,Train MAE,Test MAE,Train R²,Test R²,Trend Accuracy (%),Train Direction Accuracy (%),Test Direction Accuracy (%),Train Correlation Coefficient,Test Correlation Coefficient
Random_Forest_with_Winners,0.0005609780629591579,0.0004282302225729249,0.0001707496081638094,0.00019159495671669242,0.7741882621600136,-0.9113527432988793,54.89961759082218,81.39562671764847,48.31541218637993,0.9189927107122131,0.017412436404255032
